id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:tree number (from google map) if applicable,field:notes
174552745,2023-07-23 13:23:57-07:00,2023-07-23,2023-07-23 20:23:57 UTC,Pacific Time (US & Canada),7181944,gina_wilkinson,Gina Wilkinson,2023-07-23 20:34:48 UTC,2023-12-07 20:02:18 UTC,research,,https://www.inaturalist.org/observations/174552745,https://static.inaturalist.org/photos/303256916/medium.jpg,,"",Die back,1,0,false,3,"Carnation, WA, US",47.6529532,-121.7959775,10415,,,,10415,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)","",0,"",Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,,""
178155830,2023-08-12 19:37:11,2023-08-12,2023-08-13 02:37:11 UTC,America/Vancouver,2823934,outdoorobserver,Radu Scurtescu,2023-08-13 11:37:14 UTC,2023-08-16 13:29:28 UTC,research,,https://www.inaturalist.org/observations/178155830,https://static.inaturalist.org/photos/309959810/medium.jpeg,,"",,1,0,false,2,"Capital, CA-BC, CA",48.774576,-123.3703119997,,,,,,,open,false,gps,gps,,Capital,British Columbia,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No selection,tree is dead,100,2-3,,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,Not sure,Area is flat (e.g. field),Not sure,This is the first time I have seen this tree,,No preference,,""
178155930,2023-08-12 19:36:20,2023-08-12,2023-08-13 02:36:20 UTC,America/Vancouver,2823934,outdoorobserver,Radu Scurtescu,2023-08-13 11:37:50 UTC,2023-08-20 20:52:57 UTC,research,,https://www.inaturalist.org/observations/178155930,https://static.inaturalist.org/photos/309959930/medium.jpeg,,"",,1,0,false,2,"Capital, CA-BC, CA",48.774576,-123.3703119997,,,,,,,open,false,gps,gps,,Capital,British Columbia,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,Not Sure,tree is dead,,2-3,,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,Not sure,Area is flat (e.g. field),Not sure,This is the first time I have seen this tree,,No preference,,""
179789621,2023-08-22 18:16:35,2023-08-22,2023-08-23 01:16:35 UTC,Pacific Time (US & Canada),6922972,song_dog,,2023-08-23 06:09:25 UTC,2023-10-03 22:03:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179789621,https://inaturalist-open-data.s3.amazonaws.com/photos/313071413/medium.jpeg,,"",,1,0,false,2,"Carnation, WA 98014, USA",47.6022777778,-121.9011305556,,,,,,,open,false,gps,gps,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,,No,Invasive plants present or growing on tree,Medium (can wrap arms around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)",,Tree does not typically have access to water in summer,,,,10,Yes,,
179876530,2023-08-23 13:09:34,2023-08-23,2023-08-23 20:09:34 UTC,Pacific Time (US & Canada),3796595,pfischerkc,,2023-08-23 20:17:00 UTC,2023-12-03 07:48:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179876530,https://inaturalist-open-data.s3.amazonaws.com/photos/313232292/medium.jpeg,,"",,1,0,false,2,"Issaquah, WA 98027, USA",47.43077986,-121.95363841,6,,,,6,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),No selection,30-59% of the canopy is unhealthy,40,4-6,80,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"None - natural forest, far from development",No Selection,No selection,No selection,No,No selection,5,Yes,,""
182681390,2023-09-10 11:39:46-07:00,2023-09-10,2023-09-10 18:39:46 UTC,Pacific Time (US & Canada),6577084,n8m,,2023-09-10 18:44:17 UTC,2023-10-11 19:06:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/182681390,https://inaturalist-open-data.s3.amazonaws.com/photos/318559974/medium.jpg,,"",Western ceded experiencing thinning and foliage dieback.,1,0,false,3,"NE Tree Ridge Ln, Poulsbo, WA, US",47.7610777921,-122.5883657891,8,,,,8,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,No selection,30-59% of the canopy is unhealthy,20,2-3,60,No,No selection,No selection,Rural,Forest edge,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No selection,No selection,"",Yes,,""
182900003,2023/09/09 10:35 AM,2023-09-09,2023-09-09 17:35:00 UTC,America/Vancouver,2015364,jey42,,2023-09-12 03:12:34 UTC,2023-10-11 19:11:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/182900003,https://inaturalist-open-data.s3.amazonaws.com/photos/318989992/medium.jpeg,,"",Cedar with a strip of bark removed.,1,0,false,,"Alberni-Clayoquot, BC, Canada",49.270265,-125.18,,,,,,,open,false,,,,Alberni-Clayoquot,British Columbia,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,0,"Yes (please elaborate in Notes, add Picture if possible)",Other (please describe in Notes),Medium (can wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Riverbank,No,This is the first time I have seen this tree,30,Yes,,"Healthy tree near a stream. Strip of back removed recently, but tree seems to still be healthy."
183004876,2023-09-12 15:04:30-07:00,2023-09-12,2023-09-12 22:04:30 UTC,Pacific Time (US & Canada),268175,dayhiker,"",2023-09-12 22:07:53 UTC,2023-09-22 18:28:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/183004876,https://inaturalist-open-data.s3.amazonaws.com/photos/319199540/medium.jpg,,"","",1,0,false,3,"Riverview Cemetery, Portland, OR, US",45.4663302843,-122.6713767183,7,,,,7,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,"",No,No selection,Very Large (would take many people to wrap arms around trunk),Urban,Other,No Selection,No Selection,No selection,Middle of a slope,No,This is the first time I have seen this tree,3,Yes,,""
183005906,2023/09/09 7:37 PM,2023-09-09,2023-09-10 02:37:00 UTC,America/Vancouver,2015364,jey42,,2023-09-12 22:17:34 UTC,2023-09-20 20:17:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/183005906,https://inaturalist-open-data.s3.amazonaws.com/photos/319195368/medium.jpeg,,"","",1,0,false,,"Alberni-Clayoquot, BC, Canada",49.27388,-125.1818983333,,,,,,,open,false,,,,Alberni-Clayoquot,British Columbia,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,Not Sure,1-29% of the canopy is unhealthy,10,0,0,Not sure,Other (please describe in Notes),Medium (can wrap arms around trunk),Rural,Forest edge,"Low - fairly natural, not much development",Other,Tree has access to water year round (watered in summer or near permanent water source),Riverbank,Not sure,This is the first time I have seen this tree,30,Yes,,"Tree at edge of forest beside a large lake, in a campsite. There could be root damage where the ground has eroded away from the roots (see photos)."
183007814,2023-09-12 15:28:07-07:00,2023-09-12,2023-09-12 22:28:07 UTC,Pacific Time (US & Canada),268175,dayhiker,"",2023-09-12 22:34:37 UTC,2024-01-08 23:58:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/183007814,https://inaturalist-open-data.s3.amazonaws.com/photos/319199620/medium.jpg,,"","",1,0,false,3,"S Macadam Ave, Portland, OR, US",45.4764749855,-122.6709163842,9,,,,9,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),No selection,60-99% of the canopy is unhealthy,80,2-3,100,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,No Selection,No Selection,No selection,Area is flat (e.g. field),No selection,No selection,7,Yes,,""
183119583,2023-09-13 12:14:08-07:00,2023-09-13,2023-09-13 19:14:08 UTC,Pacific Time (US & Canada),268175,dayhiker,"",2023-09-13 19:19:48 UTC,2023-09-22 18:25:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/183119583,https://inaturalist-open-data.s3.amazonaws.com/photos/319502254/medium.jpg,,"",1989-2898,1,0,false,3,"SW Barrow Ln, Portland, OR, US",45.5139762725,-122.7195683335,15,,,,15,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,0,No,No selection,Medium (can wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Other,Tree does not typically have access to water in summer,Other (please describe in Notes),No,This is the first time I have seen this tree,20,Yes,,1989-2898 arboretum no tree on flat area below slope
183123448,2023-09-13 12:46:14-07:00,2023-09-13,2023-09-13 19:46:14 UTC,Pacific Time (US & Canada),268175,dayhiker,"",2023-09-13 19:49:46 UTC,2023-09-22 18:25:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/183123448,https://inaturalist-open-data.s3.amazonaws.com/photos/319500659/medium.jpg,,"",1989-2897,1,0,false,3,"SW Barrow Ln, Portland, OR, US",45.5138311582,-122.7194655408,6,,,,6,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,0,No,No selection,Medium (can wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Other,Tree does not typically have access to water in summer,Other (please describe in Notes),No,This is the first time I have seen this tree,5,Yes,,Flat area just below steep slope 1989-2897
183134544,2023-09-13 13:17:48-07:00,2023-09-13,2023-09-13 20:17:48 UTC,Pacific Time (US & Canada),268175,dayhiker,"",2023-09-13 21:20:07 UTC,2023-09-13 21:20:51 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/183134544,https://inaturalist-open-data.s3.amazonaws.com/photos/319448549/medium.jpg,,"","1989-2893 arboretum number
",0,0,true,3,"SW Barrow Ln, Portland, OR, US",45.5139342556,-122.7194648703,5,,,,5,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,"",Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,0,No,No selection,Medium (can wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Other,Tree does not typically have access to water in summer,Other (please describe in Notes),No,This is the first time I have seen this tree,5,Yes,,Flat area below steep slope
183161129,2023-09-13 14:20:32-07:00,2023-09-13,2023-09-13 21:20:32 UTC,Pacific Time (US & Canada),268175,dayhiker,"",2023-09-14 01:33:50 UTC,2023-09-22 18:16:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/183161129,https://inaturalist-open-data.s3.amazonaws.com/photos/319500723/medium.jpg,,"",1989-2883,1,0,false,3,"SW Barrow Ln, Portland, OR, US",45.5133736739,-122.7193502897,6,,,,6,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,0,No,Mechanical damage or fire scars,Medium (can wrap arms around trunk),Urban,Inside a forest canopy,"Low - fairly natural, not much development",Other,Tree does not typically have access to water in summer,Lower slope,No,This is the first time I have seen this tree,10,Yes,,Dead tree with branch caught on trunk cedar next to this is out competing this one1989
183166228,2023/09/13 1:37 PM,2023-09-13,2023-09-13 20:37:00 UTC,Pacific Time (US & Canada),268175,dayhiker,"",2023-09-14 02:32:34 UTC,2023-09-22 18:12:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/183166228,https://inaturalist-open-data.s3.amazonaws.com/photos/319510558/medium.jpg,,"","1989-2889 arboretum no.

122.719527
45.513696",1,0,false,,"Sylvan - Highlands, Portland, OR, USA",45.513696,-122.719527,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,0,No,,Medium (can wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Other,Tree does not typically have access to water in summer,Other (please describe in Notes),No,This is the first time I have seen this tree,,Yes,,Flat area just below steep slope
183168711,"",,,Pacific Time (US & Canada),7398133,robmy,,2023-09-14 03:00:03 UTC,2023-09-14 03:00:03 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/183168711,,,"","",0,0,false,,"King County, US-WA, US",47.431617,-122.081121,179,,,,179,,,false,,,,King,Washington,United States,Washington,King,"",,,,,Old Dead Top (needles already gone),No,30-59% of the canopy is unhealthy,35,4-6,50,Not sure,Other (please describe in Notes),Large (too big to wrap arms around trunk),Rural,Other,Other,Other,Tree has access to water year round (watered in summer or near permanent water source),Other (please describe in Notes),Yes (please identify other species in notes),Symptoms first observed in 2015 or before (please estimate year in Notes),5,Yes,,These trees are all on our property. Several have had dead canopies for 15 to 20 years and some are much newer. One old one is next to a road and a newer one is near our driveway and has some brownish leaf ends. We have a large area of wooded land that backs up to a King County open space. Several of the trees are in this area. There is a gentle slope to the land and it is quite wet in the winter months particularly. There's evidence of sap sucker around woodpecker holes on some of the trees. The big leave maple trees are in the process of dying or dead and there are a few firs that are dying and the bark is peeling. We have several Western road cedars that are enormous and would take many people to wrap arms around the base of the trunk..
183389876,2023-09-15 10:13:35-07:00,2023-09-15,2023-09-15 17:13:35 UTC,Pacific Time (US & Canada),1878391,eurythenes,Ric Vetter,2023-09-15 18:14:25 UTC,2023-09-22 18:11:35 UTC,research,,https://www.inaturalist.org/observations/183389876,https://static.inaturalist.org/photos/319938110/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.517575,-122.7178416667,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)","",0,0,No,No selection,Very Large (would take many people to wrap arms around trunk),Urban,Inside a forest canopy,"None - natural forest, far from development",Other,Tree has access to water year round (watered in summer or near permanent water source),Riverbank,No,No selection,40,Yes,,"Along a small creek with water in the dry months.  A small amount of dead leaves near the tree base, not worrying. Difficult to assess upper canopy, tree appears very healthy"
183394876,2023-09-15 11:40:35-07:00,2023-09-15,2023-09-15 18:40:35 UTC,Pacific Time (US & Canada),1878391,eurythenes,Ric Vetter,2023-09-15 18:50:24 UTC,2023-12-13 11:37:18 UTC,needs_id,,https://www.inaturalist.org/observations/183394876,https://static.inaturalist.org/photos/320881941/medium.jpg,,"","",0,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5176083333,-122.7187616667,4,,,,4,,,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,Thuja plicata ‘Hogan’,,,,,Healthy,No,"Healthy, no dieback(0%)","",0,0,No,No selection,Medium (can wrap arms around trunk),Urban,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,40,Yes,,"1988-999/1, tough to assess upper canopy"
183401896,2023-09-15 12:01:13-07:00,2023-09-15,2023-09-15 19:01:13 UTC,Pacific Time (US & Canada),1878391,eurythenes,Ric Vetter,2023-09-15 19:46:31 UTC,2023-09-22 18:11:20 UTC,research,,https://www.inaturalist.org/observations/183401896,https://static.inaturalist.org/photos/320882054/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5176033333,-122.71872,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)","",0,0,No,No selection,Medium (can wrap arms around trunk),Urban,Forest edge,"None - natural forest, far from development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,30,Yes,,Some slight browning of scales within the lower and inner canopy.  The tree appeared to be in excellent condition
183630907,2023-09-06 15:38:34,2023-09-06,2023-09-06 22:38:34 UTC,Pacific Time (US & Canada),1910722,nwhikerchic,Sandy Wilson,2023-09-17 07:43:27 UTC,2023-10-05 05:37:18 UTC,research,,https://www.inaturalist.org/observations/183630907,https://static.inaturalist.org/photos/320399677/medium.jpeg,,"",George Rogers Park,1,0,false,2,"Oldtown, Lake Oswego, OR 97034, USA",45.4110118541,-122.6606231555,168,,,,168,,open,false,,,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,25,No,No selection,Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree may have occassional access to water in summer (watered by someone),Top of slope,No,No selection,,No Selection,,""
183886955,2023-09-15 11:55:39-07:00,2023-09-15,2023-09-15 18:55:39 UTC,Pacific Time (US & Canada),1878391,eurythenes,Ric Vetter,2023-09-18 19:35:57 UTC,2023-09-22 17:58:55 UTC,research,,https://www.inaturalist.org/observations/183886955,https://static.inaturalist.org/photos/320884118/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5175883333,-122.7186716667,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)","",0,"",No,No selection,Medium (can wrap arms around trunk),Urban,Forest edge,"None - natural forest, far from development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,"",Yes,,Hoyt Arboretum 1988-1002/1
184168195,2023-09-20 13:24:30-07:00,2023-09-20,2023-09-20 20:24:30 UTC,Pacific Time (US & Canada),7339968,pljulia,,2023-09-20 20:29:35 UTC,2023-09-23 03:33:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184168195,https://inaturalist-open-data.s3.amazonaws.com/photos/321919087/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5168113772,-122.7180116787,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)","",0,"",Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,,This is for both 8 and 9
184221787,2023-09-20 12:44:57-07:00,2023-09-20,2023-09-20 19:44:57 UTC,Pacific Time (US & Canada),5366035,watergalcjs,,2023-09-21 05:34:55 UTC,2023-09-21 15:58:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184221787,https://inaturalist-open-data.s3.amazonaws.com/photos/321541489/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5170616667,-122.717905,5,,,,5,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)","",0,"",No,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,,""
184392340,2023-09-22 08:42:28,2023-09-22,2023-09-22 15:42:28 UTC,Pacific Time (US & Canada),7437244,emilystebbins,,2023-09-22 15:45:24 UTC,2023-09-22 17:39:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184392340,https://inaturalist-open-data.s3.amazonaws.com/photos/321862274/medium.jpeg,,"","Western Redcedar, lost foliage on top half, most of remaining foliage is browning. On a slope at the edge of Oaks Bottom Wildlife Refuge.",1,0,false,2,"SE Milwaukie & Mitchell, Portland, OR 97202, USA",45.48627786,-122.65024901,7,,,,7,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),No selection,"Healthy, no dieback(0%)",75,Not sure,0,Not sure,Multiple factors (please describe in Notes),Medium (can wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,No selection,No selection,15,No Selection,,""
184395159,2023-09-22 09:01:36,2023-09-22,2023-09-22 16:01:36 UTC,Pacific Time (US & Canada),7437244,emilystebbins,,2023-09-22 16:05:27 UTC,2023-09-23 22:17:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184395159,https://inaturalist-open-data.s3.amazonaws.com/photos/321867458/medium.jpeg,,"","I thought there were two trees growing right next to each other, but it's actually one tree with many trunks (two of which are dominant). Several other cedars are about 15-20 ft away.",1,0,false,2,"SE Milwaukie & Mitchell, Portland, OR 97202, USA",45.48557626,-122.65019967,7,,,,7,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,2-3,,Not sure,Invasive plants present or growing on tree,Medium (can wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,No selection,No selection,10,No Selection,,""
184409219,2023-09-22 09:59:38,2023-09-22,2023-09-22 16:59:38 UTC,Pacific Time (US & Canada),7352150,anniera,"",2023-09-22 17:43:48 UTC,2024-01-07 06:22:30 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/184409219,https://inaturalist-open-data.s3.amazonaws.com/photos/321893774/medium.jpeg,,"","",0,0,false,2,Hoyt Arboretum,,,,,,,,,open,false,,,,,,,,,"",Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,Tree may have occassional access to water in summer (watered by someone),Middle of a slope,No,No selection,45,Yes,,""
184409331,2023-09-22 10:40:47,2023-09-22,2023-09-22 17:40:47 UTC,Pacific Time (US & Canada),7352150,anniera,"",2023-09-22 17:44:35 UTC,2023-09-22 21:08:22 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/184409331,https://inaturalist-open-data.s3.amazonaws.com/photos/321893959/medium.jpeg,,"",,0,0,true,2,,,,,,,,,obscured,,false,,,,,,,,,,,,,,Thinning Canopy,No,1-29% of the canopy is unhealthy,20,0,0,No,No selection,Small (can wrap hands around trunk),Urban,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,45,Yes,,"Not much sun exposure, so lower part of tree does not get much sun and is in poor shape. Growing very near/within another small tree."
184427581,2023-09-22 12:44:40,2023-09-22,2023-09-22 19:44:40 UTC,Pacific Time (US & Canada),7424674,roberta41883,Roberta Jortner,2023-09-22 19:50:07 UTC,2023-11-16 21:59:25 UTC,casual,,https://www.inaturalist.org/observations/184427581,https://static.inaturalist.org/photos/321985261/medium.jpeg,,"",,0,0,true,2,"4000 Block SW Fairview (Arboretum), Portland, OR 97205, USA",45.51676243,-122.7182024,10,,,,10,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,,No,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,can't see top
184466110,2023-09-22 17:35:12-07:00,2023-09-22,2023-09-23 00:35:12 UTC,Pacific Time (US & Canada),4304734,lisapcarstens,,2023-09-23 01:11:17 UTC,2023-10-04 04:59:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184466110,https://inaturalist-open-data.s3.amazonaws.com/photos/322001817/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5175308945,-122.7175732323,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)","",0,"","Yes (please elaborate in Notes, add Picture if possible)",No selection,Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,20,No Selection,,Green mildew growth on bark at base. Don’t recall it there a year ago
184554137,2023-09-23 09:52:07-07:00,2023-09-23,2023-09-23 16:52:07 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2023-09-23 16:55:16 UTC,2023-09-23 17:26:47 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/184554137,https://inaturalist-open-data.s3.amazonaws.com/photos/322176406/medium.jpg,,"","",0,0,true,3,"Hoyt Arboretum, Portland, OR, US",45.5136008157,-122.7194363896,5,,,,5,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,"",Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,0,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"None - natural forest, far from development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,15,Yes,,WRC 36
184625581,2023-09-22 13:28:20-07:00,2023-09-22,2023-09-22 20:28:20 UTC,Pacific Time (US & Canada),5366035,watergalcjs,,2023-09-24 01:39:02 UTC,2023-10-04 04:56:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184625581,https://inaturalist-open-data.s3.amazonaws.com/photos/322308170/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.51818,-122.7166283333,111,,,,111,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,No selection,1-29% of the canopy is unhealthy,"",2-3,"",No,No selection,Large (too big to wrap arms around trunk),No Selection,Urban yard or open park grounds,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,,"This tree sits at the edge of an open meadow, the south facing side appears to have heat stress compared to other sides not facing the sun. No top dieback."
